raw_relation,normalized_relation,count
DETECTS_FEATURES_OF,HAS_OR_EXHIBITS,1
HAS_LIMITATION_DUE_TO,HAS_OR_EXHIBITS,1
ELECTRO-POLISHED_USING,OTHER,1
FORMATION_FACILITATED_BY,PROMOTES_OR_INCREASES,1
IS_DOMINANT_IN,OTHER,1
FRACTION_HIGHER_NEAR,OTHER,1
FRACTION_LOWER_THAN,OTHER,1
ANALYZED_NEAR,OBSERVES_OR_MEASURES,1
ENHANCE_MOBILITY_OF,PROMOTES_OR_INCREASES,1
EXHIBITS_INCREASED_FRACTION_OF,HAS_OR_EXHIBITS,1
HAS_LOWER_Cr_THAN,HAS_OR_EXHIBITS,1
EXHIBITS LOWER HARDENING THAN,HAS_OR_EXHIBITS,1
HAS_SIMILAR_RIS_TO,HAS_OR_EXHIBITS,1
HAS_STRONGER,HAS_OR_EXHIBITS,1
SUMMARIZED_AS,OTHER,1
HAS_HIGHER_NUMBER_DENSITY_THAN,HAS_OR_EXHIBITS,1
HAS_COMPARABLE_AVERAGE_LOOP_SIZE_TO_RT,HAS_OR_EXHIBITS,1
HAS_SMALLER_AVERAGE_LOOP_SIZE_THAN_AT_RT,HAS_OR_EXHIBITS,1
HAS_LOWER_FRACTION_THAN,HAS_OR_EXHIBITS,1
PROMOTE_ENRICHMENT_OF,PROMOTES_OR_INCREASES,1
HAS_LARGER_WIDTH_IN,HAS_OR_EXHIBITS,1
INFORMS_INITIAL_VALUE_OF,DESCRIBES_OR_DEFINES,1
RETAINED_AT,OTHER,1
INFLUENCES_RATIO_OF,AFFECTS_OR_INFLUENCES,1
INHIBITS_NUCLEATION_FOR,REDUCES_OR_INHIBITS,1
PROMOTES_AGGREGATION_OF,PROMOTES_OR_INCREASES,1
FORM NEAR,PRODUCES_OR_TRANSFORMS_TO,1
REDUCES_FAULTED_LOOP_FRACTION_IN,REDUCES_OR_INHIBITS,1
RESISTS_ABSORPTION_BY,REDUCES_OR_INHIBITS,1
AGGREGATES_NEAR,OTHER,1
ENABLES_PRESENCE_OF,PROMOTES_OR_INCREASES,1
ENHANCES_ABSORPTION_BY,PROMOTES_OR_INCREASES,1
EXTENDS_UNDER,CONNECTS_OR_FLOWS_TO,1
MINIMAL_UNDER,OTHER,1
HAS_HIGHER_RESISTANCE_TO,HAS_OR_EXHIBITS,1
HAS_LOWER_MIGRATION_ENERGY_THAN,HAS_OR_EXHIBITS,1
INDUCES_TENSION,CAUSES_OR_CONTRIBUTES_TO,1
FACILITATES_FORMATION,PROMOTES_OR_INCREASES,1
ACCELERATES_ABSORPTION,PROMOTES_OR_INCREASES,1
GOVERNED BY,AFFECTS_OR_INFLUENCES,1
HAS BETTER RESISTANCE THAN,HAS_OR_EXHIBITS,1
CONTEXTUAL_CONVENTION,OTHER,1
GENERALIZES_BEYOND,OTHER,1
INCLUDES_VECTORS_IN,CONTAINS_OR_PART_OF,1
DESCRIBES_ROTATION_ABOUT_AXIS_PERPENDICULAR_TO,DESCRIBES_OR_DEFINES,1
TAKES_INTO_ACCOUNT,OTHER,1
UTILIZED_BY,USES_OR_APPLIES_TO,1
IDENTIFY_ORIENTATION_IN,OBSERVES_OR_MEASURES,1
DEFINED_BY_AXIS,DESCRIBES_OR_DEFINES,1
DEFINED_BY_ANGLE,DESCRIBES_OR_DEFINES,1
DEFINED_AS_COMPOSITION_OF,DESCRIBES_OR_DEFINES,1
NOT_DETERMINED_BY,AFFECTS_OR_INFLUENCES,1
DOT_PRODUCT_WITH,PRODUCES_OR_TRANSFORMS_TO,1
EXPRESSED_AS_SUM_OF,OTHER,1
IMPOSES_CONDITION_ON,OTHER,1
HAS_EQUIVALENT_FORM,HAS_OR_EXHIBITS,1
YIELDS_COUNT,PRODUCES_OR_TRANSFORMS_TO,1
IS_EQUIVALENT_UNDER,OTHER,1
CAN_BE_TRANSFORMED_TO,PRODUCES_OR_TRANSFORMS_TO,1
IS_DEGENERATE_CASE_OF,PRODUCES_OR_TRANSFORMS_TO,1
ENERGY_DERIVED_USING_METHOD_IN,PROCESSED_OR_SUBJECTED_TO,1
IS_SUBGROUP_OF,OTHER,1
IS_FUNDAMENTAL_REGION_FOR,PUBLICATION_METADATA,1
REQUIRED_FOR_IDENTIFICATION,OBSERVES_OR_MEASURES,1
HAS_NO_SINGULARITIES_IN,HAS_OR_EXHIBITS,1
SHOWS_LOCAL_MINIMA_AT,OBSERVES_OR_MEASURES,1
LACKS_PHYSICAL_BASIS_FOR,NO_EFFECT_OR_EXCLUDES,1
INCLUDES_RESTRICTION,CONTAINS_OR_PART_OF,1
HAS_HIGHER_SUBSPACE_DIMENSION_THAN,HAS_OR_EXHIBITS,1
DEFINED_WHEN,DESCRIBES_OR_DEFINES,1
IMPROVE_VIA_TUNING,PROMOTES_OR_INCREASES,1
KEY_TO_UNDERSTAND,OTHER,1
HAS_COMPLEX_REPRESENTATION_FOR,HAS_OR_EXHIBITS,1
IS_FUNDAMENTAL_TO_UNDERSTANDING,PUBLICATION_METADATA,1
ARE_PROPOSED_TO_UNDERSTAND,OTHER,1
NEGLIGENT_OF,OTHER,1
KEY_TO_UNDERSTANDING,OTHER,1
LIMITED_CONTRIBUTION_FROM,CAUSES_OR_CONTRIBUTES_TO,1
ARE_ASSOCIATED_WITH,CORRELATES_WITH,1
ARE_CONTRIBUTED_BY,CAUSES_OR_CONTRIBUTES_TO,1
EXHIBIT_IN,HAS_OR_EXHIBITS,1
DEVELOPS_WITHIN,PRODUCES_OR_TRANSFORMS_TO,1
ORIGINATE,PROCESSED_OR_SUBJECTED_TO,1
IS_UNKNOWN_IN,OTHER,1
CONTRAST_DIFFERENCE_DUE_TO_ATOMIC_NUMBER,COMPARES_WITH,1
IDENTIFIES_CONTRIBUTORS_AT,CAUSES_OR_CONTRIBUTES_TO,1
CONTRIBUTES_SIGNIFICANTLY_TO,CAUSES_OR_CONTRIBUTES_TO,1
CONTRIBUTES_TRIVIALLY_TO,CAUSES_OR_CONTRIBUTES_TO,1
EXHIBITS_MATCH_WITH,HAS_OR_EXHIBITS,1
IS_INSUFFICIENT_TO_EXPLAIN,DESCRIBES_OR_DEFINES,1
DIVERGES_AT,OTHER,1
TEMPORALLY_DECOUPLED_FROM,OTHER,1
EXHIBITS_LITTLE_VARIATION_WITH_K_IN,HAS_OR_EXHIBITS,1
DEPENDS_STRONGLY_ON_K_IN,DEPENDS_ON_OR_REQUIRES,1
SCALE_EXPONENTIALLY_WITH,OTHER,1
FOLLOWS_PRINCIPLE_OF,TEMPORAL_ORDER,1
EVIDENCE_FOR,OTHER,1
IS_CLOSE_TO_ZERO_IN,OTHER,1
IS_SIGNIFICANTLY_GREATER_THAN_ZERO_IN,OTHER,1
INFLUENCES_ATOMIC_CONTRIBUTION_IN,AFFECTS_OR_INFLUENCES,1
ENVELOP,OTHER,1
ARE_SCATTERED_IN,OTHER,1
ENABLES_SELF_ORGANIZATION,PROMOTES_OR_INCREASES,1
ATTRIBUTED_AS_CAUSE,CAUSES_OR_CONTRIBUTES_TO,1
CONTRIBUTE_STRONGLY_TO,CAUSES_OR_CONTRIBUTES_TO,1
CONTRIBUTE_SIGNIFICANTLY_TO,CAUSES_OR_CONTRIBUTES_TO,1
TRIGGERS_PERCOLATION,CAUSES_OR_CONTRIBUTES_TO,1
ARE_SCATTERED_ACROSS,OTHER,1
EXHIBIT_HIGH_VALUE_OF,HAS_OR_EXHIBITS,1
LACKS_INTEGRATION_WITH,NO_EFFECT_OR_EXCLUDES,1
INTRODUCES_SUBJECTIVITY_IN,PRODUCES_OR_TRANSFORMS_TO,1
NOT_ISOLATED_IN,OTHER,1
ARE_EMBEDDED_IN,OTHER,1
ASSOCIATED_WITH_DISAPPEARANCE_OF,CORRELATES_WITH,1
SCRUTINIZES,OTHER,1
PUMPED_BY,OTHER,1
RELY_ON,OTHER,1
DECREASE_IN_HETEROGENEITY_DURING,REDUCES_OR_INHIBITS,1
REMAIN_UNCHANGED_DURING,TEMPORAL_ORDER,1
EXHIBIT_DIFFERENT,HAS_OR_EXHIBITS,1
ARE_CONSISTENT_WITH,CONTAINS_OR_PART_OF,1
PUMPS,OTHER,1
INVARIANT_DURING,TEMPORAL_ORDER,1
GOVERNS_DISTRIBUTION_BASED_ON,AFFECTS_OR_INFLUENCES,1
USED_FOR_DEVELOPING,USES_OR_APPLIES_TO,1
ENABLES_PRACTICAL_APPLICATION_IN,PROMOTES_OR_INCREASES,1
IS_FAVORABLE_COMPARED_TO,COMPARES_WITH,1
ENABLE_IMPLEMENTATION_OF,PROMOTES_OR_INCREASES,1
ATTRACTIVE_IN_RANGE,OTHER,1
ENABLE_REUSE_OF,PROMOTES_OR_INCREASES,1
DEPENDS_ON_LINEARLY,DEPENDS_ON_OR_REQUIRES,1
EXHIBITS_MAXIMUM_AT,HAS_OR_EXHIBITS,1
MEASURED_AT_WAVELENGTH,OBSERVES_OR_MEASURES,1
IS_CANDIDATE_ANALYTICAL_LINE,OTHER,1
SEPARATED_USING,PRODUCES_OR_TRANSFORMS_TO,1
CAN_AVOID_USING,OTHER,1
OPERATES_OPTIMALLY_AT,OTHER,1
GROWN_INTO,OTHER,1
REWRITTEN_USING,OTHER,1
ALLOWS_SHORTER,OTHER,1
IMPLICITLY_AFFECTS,AFFECTS_OR_INFLUENCES,1
IMPLIES_LARGE_VALUE_OF,OTHER,1
CANNOT_BE_ATTRIBUTED_TO,CAUSES_OR_CONTRIBUTES_TO,1
SHARED_TERMS,OTHER,1
APPEARS_IN_EXPRESSION_FOR,OTHER,1
IS_PERIODIC_IN,OTHER,1
REQUIRES_MORE_SYSTEMS,DEPENDS_ON_OR_REQUIRES,1
TRIGGERS_DOMINANCE,CAUSES_OR_CONTRIBUTES_TO,1
REACHES_DEPOLARIZATION_AT,OTHER,1
COULD_INCREASE,PROMOTES_OR_INCREASES,1
COMPLICATES_IMPLEMENTATION,PROCESSED_OR_SUBJECTED_TO,1
EXHIBITS_SIMILAR_RATIO,HAS_OR_EXHIBITS,1
LIMITS_PERFORMANCE_OF,REDUCES_OR_INHIBITS,1
LACKS_DRAWBACK_OF,NO_EFFECT_OR_EXCLUDES,1
EXPANDED_AS,OTHER,1
ENABLE_HIGHER_POWER,PROMOTES_OR_INCREASES,1
MUST_BE_ORIENTED_IN,OTHER,1
IS_APPROXIMATELY_8.5_TIMES,IS_A,1
BENEFITS_FROM_REDUCTION,REDUCES_OR_INHIBITS,1
MAINTAINS_THRESHOLD,OTHER,1
LIMITS_USABILITY,REDUCES_OR_INHIBITS,1
MAINTAINS_MINIMUM,OTHER,1
THREATENS_ACHIEVEMENT,OTHER,1
UNDERGO_SUBSTITUTION_BY,PROCESSED_OR_SUBJECTED_TO,1
SUBSTITUTE_IN,OTHER,1
MOBILITY_DIFFERENCE_DEPENDS_ON,COMPARES_WITH,1
IMMOBILIZE,OTHER,1
IRRADIATED_TO_FLUENCE,OTHER,1
DELIVERED_AT_FLUX,OTHER,1
USED_BEAMLINE,USES_OR_APPLIES_TO,1
DELIVERED_TO_FLUENCE,OTHER,1
USE_AS_TARGET,OTHER,1
IS_BEAM_DIRECTION_FOR,OTHER,1
SHOWS_CONTRAST_IN,OBSERVES_OR_MEASURES,1
TAKEN_FROM,OTHER,1
IS_MORE_SUSCEPTIBLE_TO_RADIATION_THAN,OTHER,1
CONTAINS_OVERESTIMATE_OF,CONTAINS_OR_PART_OF,1
HAS_OVERLAPPING_REFLECTIONS_WITH,HAS_OR_EXHIBITS,1
HAS_HIGHER_CRITICAL_DEALLOYING_POTENTIAL_THAN,HAS_OR_EXHIBITS,1
EXHIBITS_HIGHER_STRAIN_HETEROGENEITY_THAN,HAS_OR_EXHIBITS,1
HAS_HIGHER_DENSITY_IN,HAS_OR_EXHIBITS,1
REPRODUCES_DIFFUSE_SCATTERING_ON,PRODUCES_OR_TRANSFORMS_TO,1
OBSERVED_DIFFUSE_SCATTERING_IN,OBSERVES_OR_MEASURES,1
OBSERVED_DIFFUSE_SCATTERING_ON,OBSERVES_OR_MEASURES,1
CANNOT_BE_REPRODUCED_BY,PRODUCES_OR_TRANSFORMS_TO,1
IS_DEMONSTRATED_BY,OBSERVES_OR_MEASURES,1
CAN_BE_REPRODUCED_BY,PRODUCES_OR_TRANSFORMS_TO,1
REQUIRES_REFINEMENT_WITH,DEPENDS_ON_OR_REQUIRES,1
IS_MOST_STABLE_IN,OTHER,1
CONFIRMS_PRECIPITATION_OF,OBSERVES_OR_MEASURES,1
CONTRIBUTES_INSIGHTS_TO,CAUSES_OR_CONTRIBUTES_TO,1
UNDERGOES_SIMILAR_TRANSITION_AS,PRODUCES_OR_TRANSFORMS_TO,1
RECLASSIFIED_BY,OTHER,1
LEADS_TO_DETECTION_OF,CAUSES_OR_CONTRIBUTES_TO,1
HAS_PREDICTED_FORM,HAS_OR_EXHIBITS,1
LACKS_CONFIRMED_STRUCTURE,OBSERVES_OR_MEASURES,1
SHARES_CHEMICAL_BEHAVIOR_WITH,OTHER,1
HAS_LOWEST_SYMMETRY,HAS_OR_EXHIBITS,1
IMPROVES_DESCRIPTION_OF,PROMOTES_OR_INCREASES,1
OPENS,OTHER,1
AFFECTS_SMOOTHNESS_OF,AFFECTS_OR_INFLUENCES,1
CONTRIBUTE_MORE_THAN,CAUSES_OR_CONTRIBUTES_TO,1
WEAKENS_IN,REDUCES_OR_INHIBITS,1
EXHIBITS_HIGHER_VIBRATIONAL_ACTIVITY_THAN,HAS_OR_EXHIBITS,1
TRIGGERS_PARTICIPATION_OF,CONTAINS_OR_PART_OF,1
HAS_SIMILAR_BONDING_AS,HAS_OR_EXHIBITS,1
BELONGS_TO_SAME_CRYSTAL_SYSTEM_AS,CONTAINS_OR_PART_OF,1
BECOMES_INACTIVE,OTHER,1
USED_IN_CALCULATIONS_FOR,USES_OR_APPLIES_TO,1
ENABLE_VERIFICATION_OF,PROMOTES_OR_INCREASES,1
CONTAINS_SUPPORTING_DATA_FOR,CONTAINS_OR_PART_OF,1
ARISES_FROM_DIFFERENCE_IN,COMPARES_WITH,1
INCREASES_LOAD_ON,PROMOTES_OR_INCREASES,1
COMPROMISE,OTHER,1
NUCLEATE_INTO,OTHER,1
AGGREGATE_INTO,OTHER,1
PROMOTES_INTERFACIAL_EVOLUTION_IN,PROMOTES_OR_INCREASES,1
JOINS_MORE_READILY_WITH,CONNECTS_OR_FLOWS_TO,1
EXHIBITS_GREATER_THICKNESS_OF,HAS_OR_EXHIBITS,1
DOES_NOT_PROMOTE_DIFFUSION_OF,PROMOTES_OR_INCREASES,1
MATCHES_IN_ORIENTATION_AND_DENSITY,CORRELATES_WITH,1
OBSERVED_AFTER_PROCESSING,OBSERVES_OR_MEASURES,1
USES_POTENTIAL,USES_OR_APPLIES_TO,1
DEFINES_DIRECTION,DESCRIBES_OR_DEFINES,1
CONFIRMED_AS,OBSERVES_OR_MEASURES,1
ENHANCES_DIFFUSION_AT,PROMOTES_OR_INCREASES,1
HAS_LOWER_GROWTH_RATE_ON,HAS_OR_EXHIBITS,1
THICKNESS_INFLUENCED_BY,AFFECTS_OR_INFLUENCES,1
SUPPORTS_PREFERRED_ORIENTATION,PROMOTES_OR_INCREASES,1
DIFFUSE_AT_INTERFACE,CONNECTS_OR_FLOWS_TO,1
ENABLES_FAST_DIFFUSION_OF,PROMOTES_OR_INCREASES,1
PATHWAY_FOR,OTHER,1
REDUCES_VOIDS_AT,REDUCES_OR_INHIBITS,1
CAUSES_MORE,CAUSES_OR_CONTRIBUTES_TO,1
DETERMINES_DENSITY_OF,AFFECTS_OR_INFLUENCES,1
EXHIBITS_DIFFERENT_RATES_OF,HAS_OR_EXHIBITS,1
EXHIBITS_MAGNETIC_SOFTENING_AT,HAS_OR_EXHIBITS,1
ADMINISTERS_PROJECT_FUNDED_BY,PUBLICATION_METADATA,1
CONCEPTUALIZES_PROJECT_FUNDED_BY,PUBLICATION_METADATA,1
SUPPORTS_WORK_OF,PROMOTES_OR_INCREASES,1
IS_DISTRIBUTED_VIA,LOCATED_OR_OCCURS_IN,1
IMPEDES_REVERSAL_OF,OTHER,1
USED_FOR_FABRICATING_SAMPLES_FOR,USES_OR_APPLIES_TO,1
USED_FOR_RECONSTRUCTING_DATA_FROM,USES_OR_APPLIES_TO,1
THRESHOLDED_AT,OTHER,1
UNCHANGED_BY_DOPING,OTHER,1
COMPACTIONS_WITH,OTHER,1
HAS_LOWER_FE_CONCENTRATION_THAN,HAS_OR_EXHIBITS,1
FACILITATES_INTERDIFFUSION_WITH,PROMOTES_OR_INCREASES,1
EVOLVES_TO_CONTAIN,CONTAINS_OR_PART_OF,1
MAXIMIZES_INCREMENT,OTHER,1
MAXIMIZES_DECREMENT,OTHER,1
EXHIBITS_INTEREST_IN,HAS_OR_EXHIBITS,1
IS_IN_DIRECT_CONTACT_WITH,OTHER,1
DIFFERS_FROM_BY_ATOMIC_SUBSTITUTION_AND_SYMMETRY_CHANGE,COMPARES_WITH,1
SHARES_ATOMIC_PRINCIPLE_WITH,OTHER,1
HAS_LOWER_SPATIAL_RESOLUTION_THAN,HAS_OR_EXHIBITS,1
HAS_BETTER_THAN,HAS_OR_EXHIBITS,1
SHOWS_REDUCTION_IN,REDUCES_OR_INHIBITS,1
CONFIRMS_EXISTENCE_OF,OBSERVES_OR_MEASURES,1
INCREASES_FE_IN,PROMOTES_OR_INCREASES,1
EXHIBITS_TOPOLOGICAL_RELATIONSHIP_WITH,HAS_OR_EXHIBITS,1
BECOMES_DEPLETED_IN,OTHER,1
IS_DETERMINED_AS,AFFECTS_OR_INFLUENCES,1
HAS_HIGHER_FE/GA_THAN,HAS_OR_EXHIBITS,1
IS_INDEXED_AS,OTHER,1
HAS_HIGHER_Fe_THAN,HAS_OR_EXHIBITS,1
IS_INFERRED_AS,OTHER,1
TRANSITIONS_BETWEEN,PRODUCES_OR_TRANSFORMS_TO,1
EXHIBITS_SIMILAR_TRANSFORMATION_AS,HAS_OR_EXHIBITS,1
FACILITATES_TRANSFORMATION_OF,PROMOTES_OR_INCREASES,1
FORMS_IN_PLACE_OF,PRODUCES_OR_TRANSFORMS_TO,1
EXPULSED_FROM,OTHER,1
ENERGY_DECREASES_TO,REDUCES_OR_INHIBITS,1
RELEASES_ELEMENT_FORMING,CONTAINS_OR_PART_OF,1
INDUCES_METASTABILITY,CAUSES_OR_CONTRIBUTES_TO,1
TRIGGERS_TRANSFORMATION,CAUSES_OR_CONTRIBUTES_TO,1
IS_INTERGRANULAR_PHASE_OF,HAS_OR_EXHIBITS,1
IS_NODE_OF,OTHER,1
RESPOND_TO,OTHER,1
FAIL_TO_PREDICT,MODELS_OR_PREDICTS,1
SUPERVISES_RESEARCH_ON,OTHER,1
DESCRIBES_PROCEDURE_FOR,DESCRIBES_OR_DEFINES,1
PROVIDES_OVERVIEW_OF,PROMOTES_OR_INCREASES,1
PROPOSES_CONSIDERATION_OF,OTHER,1
BASES_THEORY_ON,OTHER,1
INCLUDES_AS_ARGUMENT,CONTAINS_OR_PART_OF,1
INSPECTED,OTHER,1
ADJUSTED_TO_RETRIEVE,OTHER,1
CONTRACTS_WITH,OTHER,1
IS_GRADIENT_OF,OTHER,1
MEASURES_INCOMPATIBILITY_OF,OBSERVES_OR_MEASURES,1
USED_FOR_CALCULATING,USES_OR_APPLIES_TO,1
COMPUTES_FIELDS_FROM,MODELS_OR_PREDICTS,1
READ_UNDER,OTHER,1
CANNOT_BE_CALCULATED_IN,MODELS_OR_PREDICTS,1
INFLUENCES_REPRESENTATION_OF,AFFECTS_OR_INFLUENCES,1
APPEARS_IN_EQUATION_WITH,OTHER,1
SOLVED_USING,OTHER,1
MATCHES_TO,CORRELATES_WITH,1
AFFECTS_REPRESENTATION_OF,AFFECTS_OR_INFLUENCES,1
REPRESENTS_ACCURATELY,DESCRIBES_OR_DEFINES,1
PRODUCES_CONSISTENT,CONTAINS_OR_PART_OF,1
APPROXIMATED_ON,OTHER,1
EXHIBITS_SATURATION_OF,HAS_OR_EXHIBITS,1
YIELDS_LINEAR_FIT_FOR,PRODUCES_OR_TRANSFORMS_TO,1
HAS_VALUES_COMPARED_IN,HAS_OR_EXHIBITS,1
USES_FOR_N_EQUAL_1,CORRELATES_WITH,1
HAS_RANGE,HAS_OR_EXHIBITS,1
REACHES_MINIMUM_AT,OTHER,1
TOLERATES_CONSTANT_VALUE_OF,OTHER,1
SHOWS_DEPENDENCE_FOR,OBSERVES_OR_MEASURES,1
FAILS_TO_ACCOUNT_FOR,OTHER,1
TRIGGERS_STABILIZATION_OF,CAUSES_OR_CONTRIBUTES_TO,1
IMPLIES_INDEPENDENCE,DEPENDS_ON_OR_REQUIRES,1
IMPLIES_DEPENDENCE,DEPENDS_ON_OR_REQUIRES,1
HAS_SMALL_VARIATION_IN,HAS_OR_EXHIBITS,1
COULD_BE_COUPLED_WITH,OTHER,1
PROVIDES_INSIGHTS_ON,PROMOTES_OR_INCREASES,1
PROPOSES_COUPLING_WITH,OTHER,1
MODELS_AS,MODELS_OR_PREDICTS,1
DOES_NOT_FORM_ON,PRODUCES_OR_TRANSFORMS_TO,1
EXHIBITS_HIGHER_NUCLEATION_OF,HAS_OR_EXHIBITS,1
HAS_HIGH_PROPORTION_OF,HAS_OR_EXHIBITS,1
EXHIBITS_LOWER_PEARLITE_FRACTION_THAN,HAS_OR_EXHIBITS,1
EXHIBITS_LOWER_FRACTION_OF,HAS_OR_EXHIBITS,1
HAS_MORE_GRAINS_PER,HAS_OR_EXHIBITS,1
CONSIDERS_PRESENCE_OF,OTHER,1
INFLUENCE_NOT_STUDIED_ON,AFFECTS_OR_INFLUENCES,1
CONSIDERED_IN_NUCLEATION_OF,OTHER,1
NOT_STUDIED_FOR_NUCLEATION_OF,OBSERVES_OR_MEASURES,1
CAN_BE_ACHIEVED_IN,OTHER,1
SHARPENS,OTHER,1
FAILS_TO_BREAK,OTHER,1
BREAKS_DOWN_TO,OTHER,1
IS_IMPEDIMENT_TO,OTHER,1
INCLUDES_INCREASED_FRACTION_OF,CONTAINS_OR_PART_OF,1
ADDRESSES_NEEDS_OF,PROCESSED_OR_SUBJECTED_TO,1
COEXISTED_WITH,INTERACTS_WITH,1
CONTAINS_HIGHEST_FRACTION_OF,CONTAINS_OR_PART_OF,1
HAS_HIGHEST_GRAINS_PER_TRD_IN,HAS_OR_EXHIBITS,1
IS_TERMED_AS,OTHER,1
HALTED_BY,OTHER,1
REQUIRES_LOWER_TEMPERATURE_THAN,DEPENDS_ON_OR_REQUIRES,1
USED_STEP_SIZE,USES_OR_APPLIES_TO,1
USED_CRITERION,USES_OR_APPLIES_TO,1
IDENTIFIED_BOUNDARIES,OBSERVES_OR_MEASURES,1
HAS_MAXIMUM_MRD_AT,HAS_OR_EXHIBITS,1
SHARE_PROPERTY_WITH,OTHER,1
INCREASES_GRAINS_PER,PROMOTES_OR_INCREASES,1
FAILS_TO_PRODUCE,PRODUCES_OR_TRANSFORMS_TO,1
BOUND_LOCAL_MINIMUM,OTHER,1
LOCATES_WITHIN,LOCATED_OR_OCCURS_IN,1
ANALYZED_TO_IDENTIFY,OBSERVES_OR_MEASURES,1
AIDS_ESTIMATION_OF,MODELS_OR_PREDICTS,1
AVOIDS_FORMING_ON,PRODUCES_OR_TRANSFORMS_TO,1
HAS_GREATER_DRIVING_FORCE_THAN,HAS_OR_EXHIBITS,1
EXHIBITS_SIMILAR_DEVIATION_IN,HAS_OR_EXHIBITS,1
LESS_LIKELY_TO_HOST,OTHER,1
EXAMINES_EFFECT_OF_BORON_ON,OBSERVES_OR_MEASURES,1
HAS_SURFACE_AREA,HAS_OR_EXHIBITS,1
PROPOSED_EQUATION_FOR,OTHER,1
DETERMINES_ZERO_GROWTH_OF,AFFECTS_OR_INFLUENCES,1
IDENTIFIES_AS,OBSERVES_OR_MEASURES,1
DEPENDS_ON_DIFFUSION_IN,DEPENDS_ON_OR_REQUIRES,1
RARELY_FORMS_ON,PRODUCES_OR_TRANSFORMS_TO,1
DESCRIBES_CAPACITY_OF,DESCRIBES_OR_DEFINES,1
MODELS_NUCLEATION_KINETICS_OF,MODELS_OR_PREDICTS,1
FAILS_TO_INCORPORATE,CONTAINS_OR_PART_OF,1
PROVIDED_FACILITY_FOR,PROMOTES_OR_INCREASES,1
AUGMENTED_WITH,OTHER,1
POPULATED,OTHER,1
USED_TO_FILTER,USES_OR_APPLIES_TO,1
LIMITS_DESIGN_OF,REDUCES_OR_INHIBITS,1
CONSTRAINS_IDENTIFICATION_OF,OBSERVES_OR_MEASURES,1
REQUIRES_EXTENSION_OF,DEPENDS_ON_OR_REQUIRES,1
SCREEN,OTHER,1
COMPILES_INTO,OTHER,1
COMPUTE_FEATURES_FOR,HAS_OR_EXHIBITS,1
DISCOVER,OTHER,1
CURATE,OTHER,1
LICENSED,OTHER,1
CATEGORIZED_IN,OTHER,1
SELECTS_FROM,OTHER,1
SHOWS_SENSITIVITY,OBSERVES_OR_MEASURES,1
EXHIBITS_LARGE,HAS_OR_EXHIBITS,1
SHOWS_STABILITY_WITH,OBSERVES_OR_MEASURES,1
MAXIMIZED_TO_ENHANCE,PROMOTES_OR_INCREASES,1
HAS_FIXED_COMPOSITION_IN,HAS_OR_EXHIBITS,1
REPRESENTS_SATURATION_POINT_OF,DESCRIBES_OR_DEFINES,1
REFLECTS_LOW_UNCERTAINTY,OTHER,1
REFLECTS_HIGH_UNCERTAINTY,OTHER,1
SUGGESTS_HIGHER_CONTENT_OF,OTHER,1
UNDERPREDICTED_FOR,MODELS_OR_PREDICTS,1
SUGGESTS_HIGH,OTHER,1
DISAGREES_ON,COMPARES_WITH,1
SUGGESTS_LOW,OTHER,1
ALTERNATELY_FORMS_WITH,AFFECTS_OR_INFLUENCES,1
IS_SLOW_FOR,OTHER,1
IS_RAPID_FOR,OTHER,1
PART_OF_TEST_CONDITIONS,CONTAINS_OR_PART_OF,1
HAS_BETTER_PERFORMANCE_THAN,HAS_OR_EXHIBITS,1
IS_NOT_SIGNIFICANT_FOR,OTHER,1
CONTAINS_AS_MAJOR_STRENGTHENING_PHASE,CONTAINS_OR_PART_OF,1
SUGGESTS_ADVANTAGE,OTHER,1
CAUSES_DISCREPANCY_WITH,CAUSES_OR_CONTRIBUTES_TO,1
DISCREPANT_FROM,OTHER,1
VIRTUALLY_VALIDATE,MODELS_OR_PREDICTS,1
TRUNCATE_DATASET_OF,OTHER,1
INTEGRATES_UNCERTAINTIES_FROM,OTHER,1
INTEGRATES_UNCERTAINTIES_IN,OTHER,1
SAFE_BELOW,OTHER,1
DAMAGE,OTHER,1
STUDIED_FOR_EFFECT_ON,OBSERVES_OR_MEASURES,1
DESCRIBES_FREEZING_OF,DESCRIBES_OR_DEFINES,1
INITIALLY_HIGHER_THAN,OTHER,1
HYPOTHESIZED_TO_RESULT_FROM,CAUSES_OR_CONTRIBUTES_TO,1
IS_INTRINSIC_TO,OTHER,1
EXHIBITS_RELAXATION_NEAR,HAS_OR_EXHIBITS,1
CHARACTERIZES_DYNAMICS_OF,OBSERVES_OR_MEASURES,1
INCREASES_LESS,PROMOTES_OR_INCREASES,1
IS_INITIAL_VALUE_OF,OTHER,1
HAS_FICTIVE_TEMPERATURE,HAS_OR_EXHIBITS,1
DID_NOT_REACH_EQUILIBRIUM_DURING,TEMPORAL_ORDER,1
INCLUDES_STATE_OF,CONTAINS_OR_PART_OF,1
INFORMED_AGING_CONDITIONS_FOR,DESCRIBES_OR_DEFINES,1
EXHIBITS_FASTER_INCREASE_IN,HAS_OR_EXHIBITS,1
REQUIRES_LONGER_EXPERIMENTAL_TIME_THAN,DEPENDS_ON_OR_REQUIRES,1
IS_STRONGLY_DECOUPLED_FROM,OTHER,1
AGED_AT_DIFFERENT_Tg/T,COMPARES_WITH,1
